last_name|cited_name|artwork_genre|title|artist|creation_date|nationality|index|museum
Gris|Gris, Juan|prints|Marcelle La Brune|Juan Gris|1921|Spanish|10176|Carnegie Museum of Art
Braque|Braque, Georges|prints|Nature morte II|Georges Braque|1912|French|10177|Carnegie Museum of Art
Braque|Braque, Georges|prints|Compostion  (Nature morte aux Verres)|Georges Braque|1912|French|10178|Carnegie Museum of Art
Grosz|Grosz, George|prints|Death on the Street (Tod auf der strasse)|George Grosz|1920-1923|German|10179|Carnegie Museum of Art
Giacometti|Giacometti, Alberto|prints|Annette in the Studio|Alberto Giacometti|1954|Swiss|10180|Carnegie Museum of Art
Giacometti|Giacometti, Alberto|prints|Bust|Alberto Giacometti|<blank>|Swiss|10181|Carnegie Museum of Art
Giacometti|Giacometti, Alberto|prints|Dog|Alberto Giacometti|1952-1954|Swiss|10182|Carnegie Museum of Art
Giacometti|Giacometti, Alberto|prints|Head of a Horse|Alberto Giacometti|1951|Swiss|10183|Carnegie Museum of Art
Giacometti|Giacometti, Alberto|prints|Figure in the Studio|Alberto Giacometti|1954|Swiss|10184|Carnegie Museum of Art
Giacometti|Giacometti, Alberto|prints|Rue D'Alesia|Alberto Giacometti|1955|Swiss|10185|Carnegie Museum of Art
Giacometti|Giacometti, Alberto|prints|Studio I|Alberto Giacometti|1954|Swiss|10186|Carnegie Museum of Art
Balla|Balla, Giacomo|drawings and watercolors|Automobile Dynamics|Giacomo Balla|1913-1914|Italian|10187|Carnegie Museum of Art
Singier|Singier, Gustave|prints|Le Voyageur|Gustave Singier|1954|French|10188|Carnegie Museum of Art
Zadkine|Zadkine, Ossip|prints|Le Rêve|Ossip Zadkine|1955|French|10189|Carnegie Museum of Art
Bissière|Bissière, Roger|prints|The Orchard (Le Verger)|Roger Bissière|1955|French|10190|Carnegie Museum of Art
Dubuffet|Dubuffet, Jean|prints|The Tillers (Les Défricheurs)|Jean Dubuffet|1953|French|10191|Carnegie Museum of Art
Ernst|Ernst, Max|prints|Hibou-Arlequin|Max Ernst|<blank>|German|10192|Carnegie Museum of Art
Estève|Estève, Maurice|prints|Matinaelles|Maurice Estève|1956|French|10193|Carnegie Museum of Art
Manessier|Manessier, Alfred|prints|Automnal|Alfred Manessier|<blank>|French|10194|Carnegie Museum of Art
Manessier|Manessier, Alfred|prints|L'Offrande|Alfred Manessier|c. 1950|French|10195|Carnegie Museum of Art
Manessier|Manessier, Alfred|prints|Vers La Mer|Alfred Manessier|<blank>|French|10196|Carnegie Museum of Art
Severini|Severini, Gino|prints|The Musicians (Les musiciens)|Gino Severini|1955|Italian|10197|Carnegie Museum of Art
Singier|Singier, Gustave|prints|Point-Du-Jour|Gustave Singier|1955|French|10198|Carnegie Museum of Art
Boyer|Boyer, Louise M.|prints|Portrait of Martin B. Leisser|Louise Miller Boyer|<blank>|American|10199|Carnegie Museum of Art
Blythe|Blythe, David G.|paintings|The News Boys|David Gilmour Blythe|c. 1846-1852|American|10201|Carnegie Museum of Art
Bacon|Bacon, Francis|paintings|Landscape|Francis Bacon|1952|English|10202|Carnegie Museum of Art
Barker|Barker, Walter W.|drawings and watercolors|Untitled|Walter W. Barker|1952|American|10203|Carnegie Museum of Art
Barker|Barker, Walter W.|drawings and watercolors|Untitled|Walter W. Barker|1955|American|10204|Carnegie Museum of Art
Fett|Fett, William|drawings and watercolors|Untitled|William Fett|1952|American|10205|Carnegie Museum of Art
Freedman|Freedman, Maurice|paintings|Pink Waterfall|Maurice Freedman|1955|American|10206|Carnegie Museum of Art
Gorson|Gorson, Aaron H.|paintings|On the Monongahela|Aaron Henry Gorson|c. 1912|American|10207|Carnegie Museum of Art
Brands|Brands, Eugène|drawings and watercolors|The Family|Eugène Brands|1954|Dutch|10208|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"Profile, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10209|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"The Candidate Boudoubadabou, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10210|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"The Obnoxious Colonist, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10211|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"Frontispiece, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10212|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"Incantation, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10213|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"The Colonial Administrator, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10214|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"African Dance, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10215|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"Tropical Landscape, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10216|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"Père Ubu, Songster, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10217|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"The Infamous Politician from the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10218|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"The Liberated Black from the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10219|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"Saint Touch-Me-Not, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10220|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"Nude, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10221|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"Cristal de Roche, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10222|Carnegie Museum of Art
Rouault|Rouault, Georges|drawings and watercolors|Les Réincarnations du Père Ubu (1 Volume, 9 Introductory Pages, 1-212 Story Tables)|Georges Rouault|1932|French|10223|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"Wedding, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10224|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"Miss Ima, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10225|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"The Flying Fish, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10226|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"The Theatre Director, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10227|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"The Two Matrons, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10228|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"Woman in a Large Hat, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10229|Carnegie Museum of Art
Rouault|Rouault, Georges|prints|"The Good Voter, From the Series, ""Les Réincarnations du Père Ubu"""|Georges Rouault|1928-1932|French|10230|Carnegie Museum of Art
Armitage|Armitage, Kenneth|drawings and watercolors|Seated Figure|Kenneth Armitage|1954|English|10233|Carnegie Museum of Art
Chadwick|Chadwick, Lynn R.|drawings and watercolors|Studies for Sculpture: Dancing Figure|Lynn Russell Chadwick|1954|British|10234|Carnegie Museum of Art
Chadwick|Chadwick, Lynn R.|drawings and watercolors|Studies for Sculpture: Dancing Figures|Lynn Russell Chadwick|1954|British|10235|Carnegie Museum of Art
Butler|Butler, Reg|drawings and watercolors|Study of a Watcher|Reg Butler|1952|English|10236|Carnegie Museum of Art
Butler|Butler, Reg|drawings and watercolors|Studies for Alternative Schemes for the Unknown Political Prisoner|Reg Butler|1951-1952|English|10237|Carnegie Museum of Art
Butler|Butler, Reg|drawings and watercolors|Studies Related to Final Scheme for the Unknown Political Prisoner and Photo of Project for Iron Monument, 1948|Reg Butler|1951-1952|English|10238|Carnegie Museum of Art
Butler|Butler, Reg|drawings and watercolors|Studies Related to Final Scheme for the Unknown Political Prisoner|Reg Butler|1951-1952|English|10239|Carnegie Museum of Art
Butler|Butler, Reg|drawings and watercolors|Studies Related to Final Scheme for the Unknown Political Prisoner, 1951-52|Reg Butler|1951-1952|English|10240|Carnegie Museum of Art
Butler|Butler, Reg|drawings and watercolors|Studies for Alternative Schemes for the Unknown Political Prisoner|Reg Butler|1951-1952|English|10241|Carnegie Museum of Art
Nolde|Nolde, Emil|drawings and watercolors|Head of a Girl|Emil Nolde|20th century|German|10242|Carnegie Museum of Art
Butler|Butler, Reg|sculpture|Studies for Watchers|Reg Butler|<blank>|English|10243|Carnegie Museum of Art
Hoffman|Hoffman, Malvina|sculpture|Spirit|Malvina Hoffman|1913|American|10244|Carnegie Museum of Art
Pechstein|Pechstein, H. M.|paintings|Herbstmeer|H. Max Pechstein|1924|German|10245|Carnegie Museum of Art
Manzù|Manzù, Giacomo|prints|Georgics|Giacomo Manzù|1947-1948|Italian|10246|Carnegie Museum of Art
Manzù|Manzù, Giacomo|prints|Georgics|Giacomo Manzù|1947-1948|Italian|10247|Carnegie Museum of Art
Manzù|Manzù, Giacomo|prints|Georgics|Giacomo Manzù|1947-1948|Italian|10248|Carnegie Museum of Art
Manzù|Manzù, Giacomo|prints|Georgics|Giacomo Manzù|1947-1948|Italian|10249|Carnegie Museum of Art
Manzù|Manzù, Giacomo|prints|Georgics|Giacomo Manzù|1947-1948|Italian|10250|Carnegie Museum of Art
Manzù|Manzù, Giacomo|prints|Georgics|Giacomo Manzù|1947-1948|Italian|10251|Carnegie Museum of Art
Manzù|Manzù, Giacomo|prints|Georgics|Giacomo Manzù|1947-1948|Italian|10252|Carnegie Museum of Art
Manzù|Manzù, Giacomo|prints|Georgics|Giacomo Manzù|1947-1948|Italian|10253|Carnegie Museum of Art
Manzù|Manzù, Giacomo|prints|Georgics|Giacomo Manzù|1947-1948|Italian|10254|Carnegie Museum of Art
Manzù|Manzù, Giacomo|prints|Georgics|Giacomo Manzù|c. 1947-1948|Italian|10255|Carnegie Museum of Art
Riportella|Riportella, Anthony|paintings|Pears and Pink|Anthony Riportella|<blank>|American|10256|Carnegie Museum of Art
Dubuffet|Dubuffet, Jean|paintings|Marechal Papa (Marshal Papa)|Jean Dubuffet|1955|French|10257|Carnegie Museum of Art
Graves|Graves, Morris|paintings|Black Still Life with Chalice|Morris Graves|c. 1935-1936|American|10258|Carnegie Museum of Art
unknown|unknown German|sculpture|Sculpture of Adam|unknown German|17th century|German|10259|Carnegie Museum of Art
unknown|unknown German|sculpture|Sculpture of Eve|unknown German|17th century|German|10260|Carnegie Museum of Art
Ubac|Ubac, Raoul|paintings|Tableau aux Fragments d'Ardoises|Raoul Ubac|1955|Belgian|10261|Carnegie Museum of Art
Giacometti|Giacometti, Alberto|paintings|Seated Nude in the Studio (Nu Assis dans l'Atelier)|Alberto Giacometti|1953|Swiss|10262|Carnegie Museum of Art
Arp|Arp, Jean|paintings|Composition (Constellation)|Jean Arp|1955|French|10263|Carnegie Museum of Art
Kokoschka|Kokoschka, Oskar|paintings|Portrait of Tomas Garrigue Masaryk|Oskar Kokoschka|1935-1936|Austrian|10264|Carnegie Museum of Art
Bruce|Bruce, Patrick Henry|paintings|Abstract|Patrick Henry Bruce|c. 1928|American|10265|Carnegie Museum of Art
Vieira da Silva|Vieira da Silva, Maria Helena|paintings|Interior|Maria Helena Vieira da Silva|1954|French|10266|Carnegie Museum of Art
Kienbusch|Kienbusch, William A.|drawings and watercolors|Coast, Hurricane Island|William Austin Kienbusch|1955|American|10267|Carnegie Museum of Art
Lely|Lely, Peter|paintings|Louise Renee de Penencoet de Kerouaille, Duchess of Portsmouth|Sir Peter Lely|c. 1670-1680|English|10272|Carnegie Museum of Art
Blythe|Blythe, David G.|paintings|The Overturned Carriage|David Gilmour Blythe|c. 1859-1864|American|10277|Carnegie Museum of Art
Monticelli|Monticelli, Adolphe|paintings|The Concert|Adolphe Monticelli|c. 1875-1880|French|10278|Carnegie Museum of Art
Cox|Cox, Jan|paintings|Pur Thalassa Gune Tria Kaka (Fire, Sea, Woman are Life's Three Dangers)|Jan Cox|1952|Belgian|10279|Carnegie Museum of Art
Piper|Piper, John|paintings|Iron Gate|John Piper|1952|British|10280|Carnegie Museum of Art
Garbell|Garbell, Alexandre|paintings|Landscape|Alexandre Garbell|mid-20th century|French|10281|Carnegie Museum of Art
Bruegel|Bruegel, Pieter, I|prints|The Marriage of Mopsus and Nisa|Pieter Bruegel I|1570|Flemish|10578|Carnegie Museum of Art
Teichman|Teichman, Sabina|paintings|Family Group|Sabina Teichman|c. 1954-1955|American|10580|Carnegie Museum of Art
Getz|Getz, Ilse|paintings|Nuns by the Sea|Ilse Getz|1954|German|10581|Carnegie Museum of Art
unknown|unknown Chinese|sculpture|Two Male Figures|unknown Chinese|Qianlong period (1736-1795)|Chinese|10582|Carnegie Museum of Art
unknown|unknown Chinese|sculpture|Mountain for Miniature Garden|unknown Chinese|1368-1643|Chinese|10583|Carnegie Museum of Art
unknown|unknown Chinese|sculpture|Ornament|unknown Chinese|Qianlong period (1736-1795)|Chinese|10584|Carnegie Museum of Art
Jules|Jules, Mervin|paintings|Young Man with Books|Mervin Jules|1955|American|10592|Carnegie Museum of Art
Tiepolo|Tiepolo, Giovanni D.|prints|Four Benedictine Saints|Giovanni Domenico Tiepolo|c. last half of the 18th century|Italian|10593|Carnegie Museum of Art
Tiepolo|Tiepolo, Giovanni D.|prints|Three Women Presenting to Cleopatra the Gifts of Marc Anthony|Giovanni Domenico Tiepolo|c. 1750|Italian|10594|Carnegie Museum of Art
Tiepolo|Tiepolo, Giovanni D.|prints|Tarquin and Lucretia|Giovanni Domenico Tiepolo|c. 1750|Italian|10595|Carnegie Museum of Art
Bauchant|Bauchant, André|paintings|Le Rêve du Centurion|André Bauchant|1926|French|10596|Carnegie Museum of Art
Blatas|Blatas, Arbit|paintings|Still Life with Oysters|Arbit Blatas|1943|American|10597|Carnegie Museum of Art
Pascin|Pascin, Jules|drawings and watercolors|Cafe Scene|Jules Pascin|c. 1906|American|10602|Carnegie Museum of Art
Gromaire|Gromaire, Marcel|drawings and watercolors|Woman in Kitchen|Marcel Gromaire|1928|French|10606|Carnegie Museum of Art
Modigliani|Modigliani, Amedeo|drawings and watercolors|Woman with Hat|Amedeo Modigliani|no date|Italian|10607|Carnegie Museum of Art
Dubuffet|Dubuffet, Jean|drawings and watercolors|Ane et Charrette|Jean Dubuffet|1955|French|10608|Carnegie Museum of Art
Kirchner|Kirchner, Ernst L.|drawings and watercolors|Four Drawings in One Frame|Ernst Ludwig Kirchner|<blank>|German|10609|Carnegie Museum of Art
Gilot|Gilot, Françoise|drawings and watercolors|Claude|Françoise Gilot|c.1948-1950|French|10610|Carnegie Museum of Art
Sheeler|Sheeler, Charles|drawings and watercolors|River Rouge Industrial Plant|Charles Sheeler|1928|American|10611|Carnegie Museum of Art
Maurer|Maurer, Alfred H.|paintings|The Black Parasol (Gabrielle)|Alfred Maurer|c. 1904|American|10612|Carnegie Museum of Art
Darly|Darly, Mary|prints|Bunker's Hill|Mary Darly|1776|British|10613|Carnegie Museum of Art
Darly|Darly, Matthew|prints|Cupid's Tower|Matthew  Darly|1776|British|10614|Carnegie Museum of Art
Tal-Coat|Tal-Coat, Pierre|drawings and watercolors|Head of Gertrude Stein|Pierre Tal-Coat|<blank>|French|10615|Carnegie Museum of Art
Schmidt-Rotluff|Schmidt-Rotluff, Karl|drawings and watercolors|Head of Woman|Karl Schmidt-Rotluff|1922|German|10616|Carnegie Museum of Art
Arp|Arp, Jean|prints|Constellation|Jean Arp|1956|French|10617|Carnegie Museum of Art
Degas|Degas, Edgar|prints|Portrait of Alphonse Hirsch|Edgar Degas|1875|French|10618|Carnegie Museum of Art
Mantegna|Mantegna, Andrea|prints|The Descent into Limbo|Andrea Mantegna|late 1460s|Italian|10619|Carnegie Museum of Art
Brauner|Brauner, Victor|prints|La Fiancee Heliotropique|Victor Brauner|1955|Romanian|10620|Carnegie Museum of Art
Poliakoff|Poliakoff, Serge|prints|Composition II|Serge Poliakoff|<blank>|French|10621|Carnegie Museum of Art
Sugaï|Sugaï Kumi|prints|Nagasaki|Sugaï Kumi|1956|Japanese|10622|Carnegie Museum of Art
Daumier|Daumier, Honoré|prints|"He Bien! Tant pis!...Nous plaiderons...J'aime mieux ça!!... (Good! Nevermind!... We will plead... I prefer that anyway!!..."")"|Honoré Daumier|1839-1843|French|10623|Carnegie Museum of Art
Daumier|Daumier, Honoré|prints|Vous raisonnez comme une canne! - Et vous comme une betterave! (You talk like a cane! - And you like a beetroot!)|Honoré Daumier|1839-1843|French|10624|Carnegie Museum of Art
Daumier|Daumier, Honoré|prints|Douze ans et demi et trois premiers prix. Heureux Parents! (Twelve and a half years old and three first prizes. Happy Parents!)|Honoré Daumier|1839-1843|French|10625|Carnegie Museum of Art
Daumier|Daumier, Honoré|prints|Le vieux pècheur (Old Fisherman)|Honoré Daumier|1839-1843|French|10626|Carnegie Museum of Art
Daumier|Daumier, Honoré|prints|C'est son pauvr' chat qu'est mort... (Her poor cat died...)|Honoré Daumier|1839-1843|French|10627|Carnegie Museum of Art
Daumier|Daumier, Honoré|prints|Que diable Monsieur ne bougez donc pas les mains vous perdez la pose. (For heaven's sake, Monsieur, don't move your hands or you'll lose the pose!)|Honoré Daumier|1839-1843|French|10628|Carnegie Museum of Art
Daumier|Daumier, Honoré|prints|Auteurs dramatiques... (Authors of Dramas)|Honoré Daumier|1839-1843|French|10629|Carnegie Museum of Art
Daumier|Daumier, Honoré|prints|"Mr. Frémouillot je vous y prends, vous connaissez le double-blanc... (Mr. Frémouillot I caught you, you know the ""Double Blanc"" trick...)"|Honoré Daumier|1839-1843|French|10630|Carnegie Museum of Art
Daumier|Daumier, Honoré|prints|2000 fr...sans écurie ni remise, ça ne me convient pas!... (2000 FR.. without stables or coach-house, that's not for me....)|Honoré Daumier|1839-1843|French|10631|Carnegie Museum of Art
Daumier|Daumier, Honoré|prints|Eh bien! vous voilà Capitaine de la Garde Nationale!... Mon Dieu, oui! je suis né coiffé (Wonderful! You have become Captain of the National Guard! - Goodness yes!  I was born with a caul...),|Honoré Daumier|1839-1843|French|10632|Carnegie Museum of Art
Daumier|Daumier, Honoré|prints|Eh bien malin! comment le trouvez vous celui là!   Oui, oui, mais enfin   Oui...... oui ..... oui! ( How very tricky! How do you like this one?!   ...Yes,  yes, well - yes.... yes... yes!)|Honoré Daumier|1839-1843|French|10633|Carnegie Museum of Art
Daumier|Daumier, Honoré|prints|Vous êtes un jeune homme bien ne!... (You are a young man from a good family!...)|Honoré Daumier|1839-1843|French|10634|Carnegie Museum of Art
