last_name,cited_name,classification,title,full_name,creation_date,nationality,index
unknown,unknown,sculpture,Bust of Boy Crying,unknown,,undetermined,51
unknown,unknown,sculpture,Bust of Boy Frowning,unknown,,undetermined,52
unknown,unknown,sculpture,Portrait of Bacchus,unknown,18th century,undetermined,53
Wou-Ki,"Wou-Ki, Zao",paintings,Untitled,Zao Wou-Ki,1958,French,62
Dumas,"Dumas, Marlene",drawings and watercolors,Wound (Beuys meets Warhol),Marlene Dumas,2002,South African,63
Dumas,"Dumas, Marlene",drawings and watercolors,Shadow (Andy meets Warhol),Marlene Dumas,2002,South African,64
Dumas,"Dumas, Marlene",drawings and watercolors,MD + AW,Marlene Dumas,2002,South African,65
Dumas,"Dumas, Marlene",drawings and watercolors,Star (Andy Warhol meets David Bowie),Marlene Dumas,2002,South African,66
Dumas,"Dumas, Marlene",drawings and watercolors,Figment (Homage to Andy Warhol),Marlene Dumas,2002,South African,67
Laurencin,"Laurencin, Marie",drawings and watercolors,Portrait of a Young Girl,Marie Laurencin,c. 1940,French,73
Vedder,"Vedder, Elihu",prints,Bookplate,Elihu Vedder,no date,American,74
Albenda,"Albenda, Ricci",sculpture,Universe (Agnes)/Positive,Ricci Albenda,2000-2002,American,116
Harrison,"Harrison, Rachel",sculpture,Utopia,Rachel Harrison,2002,American,117
Amino,"Amino, Lee",sculpture,Refractional Series #28,Lee Amino,1967,American,118
Bock,"Bock, John",sculpture,Farmslave in Massecuschitz (small stage),John Bock,1999,German,119
Manders,"Manders, Mark",sculpture,Several Drawings on Top of Each Other,Mark Manders,1990-2002,Dutch,120
Doig,"Doig, Peter",paintings,Driftwood,Peter Doig,2001-2002,Scottish,121
Burne-Jones,"Burne-Jones, Edward Coley",drawings and watercolors,"Study Establishing the Disposition of the Central Group Figures in ""The Sleep of Arthur at Avalon""",Sir Edward Coley Burne-Jones,c. 1881,British,125
Burne-Jones,"Burne-Jones, Edward Coley",drawings and watercolors,"Study of Architecture for ""The Sleep of Arthur at Avalon""",Sir Edward Coley Burne-Jones,c. 1881,British,126
Dine,"Dine, Jim",paintings,The Coat,Jim Dine,1961,American,130
Kelly,"Kelly, Ellsworth",paintings,Two Panels: Green Orange,Ellsworth Kelly,1970,American,132
Noland,"Noland, Kenneth",paintings,For Green,Kenneth Noland,1968,American,133
Oldenburg,"Oldenburg, Claes",sculpture,Big Sandwich,Claes Oldenburg,1961,American,134
Reinhardt,"Reinhardt, Ad",paintings,Red Painting,Ad Reinhardt,1954,American,135
Stankiewicz,"Stankiewicz, Richard P.",sculpture,Australia II,Richard Peter Stankiewicz,1970,American,137
Milhazes,"Milhazes, Beatriz",paintings,Nazareth das Farinhas,Beatriz Milhazes,2002,Brazilian,138
Hlava,"Hlava, Pavel",sculpture,Erise II,Pavel Hlava,1995,Czech,151
Hora,"Hora, Petr",sculpture,Naos,Petr Hora,1997,Czech,152
Mickelsen,"Mickelsen, Robert",sculpture,Alien (Organism Series),Robert Mickelsen,1998,American,161
Townsend,"Townsend, Milon",sculpture,Red Dragon,Milon Townsend,1996,American,175
Lekawa,Lekawa Associates Registered Architects,drawings and watercolors,"Washington Senior High School, Washington, PA",Lekawa Associates Registered Architects,1987,,178
Hoone,"Hoone, Joseph W.",drawings and watercolors,"Bath house for Curwensville State Park, Curwensville, PA",Joseph W. Hoone,1968,,179
Hoone,"Hoone, Joseph W.",drawings and watercolors,"Admissions Building, Torrance State Hospital, Torrance, Pennsylvania",Joseph W. Hoone,1966,,180
Sorber,Sorber & Hoone-Architects,drawings and watercolors,"Sunrise Estates Elementary School, Penn Township, PA",Sorber & Hoone-Architects,1958,,181
Hoone,"Hoone, Joseph W.",drawings and watercolors,"Bath house and other facilities, Yellow Creek State Park, Indiana County, Indiana, PA",Joseph W. Hoone,1969,,182
Sorber,Sorber & Hoone-Architects,drawings and watercolors,Junior High School,Sorber & Hoone-Architects,1950s,,183
Sorber,Sorber & Hoone-Architects,drawings and watercolors,"West Point Elementary School, Hempfield Area School District, Greensburgh (sic), PA",Sorber & Hoone-Architects,1956,,184
Lekawa,Lekawa Associates Registered Architects,drawings and watercolors,"Monzo-Proposed Shopping Plaza and Development, Latrobe, PA",Lekawa Associates Registered Architects,1989,,185
Lekawa,Lekawa Associates Registered Architects,drawings and watercolors,"Frazier Middle-Senior High School, Perryopolis, PA",Lekawa Associates Registered Architects,1989,,186
Lekawa,Lekawa Associates Registered Architects,drawings and watercolors,"Bethlehem-Center Senior High School, Fredericktown, PA",Lekawa Associates Registered Architects,1991,,187
Lekawa,Lekawa Associates Registered Architects,drawings and watercolors,"Latrobe Elementary School, Latrobe, PA",Lekawa Associates Registered Architects,1992,,188
Lekawa,Lekawa Associates Registered Architects,drawings and watercolors,"Burton Elementary School, Erie, PA",Lekawa Associates Registered Architects,1989,,189
Lekawa,Lekawa Associates Registered Architects,drawings and watercolors,"Irving Elementary School, Erie, PA",Lekawa Associates Registered Architects,1987,,190
Hoone,"Hoone, Joseph W.",drawings and watercolors,"Penn-Trafford Senior High School, Harrison City, PA",Joseph W. Hoone,1970,,191
Lekawa,Lekawa Associates Registered Architects,drawings and watercolors,"Penn Middle School, Harrison City, PA",Lekawa Associates Registered Architects,1986,,192
Sorber,Sorber & Hoone-Architects,drawings and watercolors,"McCullough Elementary School, Penn Township, PA",Sorber & Hoone-Architects,1978?,,193
Sorber,Sorber & Hoone-Architects,drawings and watercolors,"Somerset Area Senior High School, Somerset, PA",Sorber & Hoone-Architects,1951,,194
Sorber,Sorber & Hoone-Architects,drawings and watercolors,"Greensburg Country Club, Greensburg, PA",Sorber & Hoone-Architects,1950,,195
Hoone,"Hoone, Joseph W.",drawings and watercolors,"Penn-Trafford Senior High School, Harrison City, PA",Joseph W. Hoone,1968,,196
Osterling,"Osterling, Frederick J.",drawings and watercolors,"House for S.P. Fergus, Esq.,  Washington, PA",Frederick J. Osterling,1888,American,203
Chagoya,"Chagoya, Enrique",drawings and watercolors,"Abenteurer der Kannibalen Bioethicists [Adventure of the Savage Bioethicists],",Enrique Chagoya,2001,Mexican,208
Diebenkorn,"Diebenkorn, Richard",drawings and watercolors,Woman - Head & Arms,Richard Diebenkorn,1961,American,209
Miró,"Miró, Joan",drawings and watercolors,Les Trois Soeurs (The Three Sisters),Joan Miró,1938,Spanish,210
Clegg,"Clegg, Tessa",sculpture,Button Box,Tessa Clegg,2000,British,219
Romanelli,"Romanelli, Bruno",sculpture,Boxed 1,Bruno Romanelli,1998,British,228
Sabokova,"Sabokova, Gizela",sculpture,Sun Star,Gizela Sabokova,1998,Czech,229
Schwieder,"Schwieder, Paul",sculpture,Beginning to Breathe,Paul Schwieder,1999,Canadian,230
McLaughlin,"McLaughlin, John",drawings and watercolors,Working Proof for 5108 FEX series,John McLaughlin,1963,American,233
Artschwager,"Artschwager, Richard",sculpture,Diptych III,Richard Artschwager,1967,American,234
Alma-Tadema,"Alma-Tadema, Lawrence",paintings,"Dr. Washington Epps, My Doctor",Lawrence Alma-Tadema,1885,Dutch,251
Anshutz,"Anshutz, Thomas Pollock",paintings,Study for Steamboat on the Ohio,Thomas Pollock Anshutz,c. 1896,American,252
Leck,"Leck, Bart Antony van der",paintings,Elephant,Bart Antony van der Leck,1924,Dutch,253
Matisse,"Matisse, Henri",prints,Small Black Woodcut (Petit bois noir),Henri Matisse,1906,French,254
Fujimori,Fujimori Shizuo,prints,Red Gate of Tokyo University in Early Summer,Fujimori Shizuo,1929,Japanese,255
Fujimori,Fujimori Shizuo,prints,Red Gate of Tokyo University in Early Summer,Fujimori Shizuo,5/18/1929,Japanese,256
Fujimori,Fujimori Shizuo,prints,Central Meteorological Observatory,Fujimori Shizuo,7/30/1929,Japanese,257
Fujimori,Fujimori Shizuo,prints,Central Meteorological Observatory,Fujimori Shizuo,1929,Japanese,258
Lautensack,"Lautensack, Hanns",prints,A Large Castle Overlooking a Winding Valley with Two Towers,Hanns Lautensack,1553,German,259
Master,Master L. D.,prints,Alexander the Great Taming Bucephalus,Master L. D.,c. 1550,French,260
Mockbee,"Mockbee, Samuel",drawings and watercolors," Lucy's House, Mason's Bend, AL; elevation and floor plan",Samuel Mockbee,2001,American,261
Mockbee,"Mockbee, Samuel",drawings and watercolors,"Lucy's House, Mason's Bend, AL; elevations, plans and sections",Samuel Mockbee,2001,American,262
Mockbee,"Mockbee, Samuel",drawings and watercolors,"Lucy's House, Mason's Bend, AL; elevation, section and floor plan",Samuel Mockbee,2001,American,263
Mockbee,"Mockbee, Samuel",drawings and watercolors," Lucy's House, Mason's Bend, AL; elevations, plan, section, and perspective",Samuel Mockbee,2001,American,264
Mockbee,"Mockbee, Samuel",drawings and watercolors,"Lucy's House, Mason's Bend, AL: Lucy and her daughter in their old dwelling",Samuel Mockbee,2001,American,265
Paschke,"Paschke, Ed",paintings,Kevin,Ed Paschke,1976,American,269
Pearlstein,"Pearlstein, Philip",paintings,Family Picnic,Philip Pearlstein,1941,American,270
Pearlstein,"Pearlstein, Philip",paintings,Umbria #1,Philip Pearlstein,1959,American,271
Bochner,"Bochner, Mel",drawings and watercolors,"working drawing for ""Syncline""",Mel Bochner,1980,American,272
Bochner,"Bochner, Mel",drawings and watercolors,"working drawing for ""Syncline""",Mel Bochner,1980,American,273
Bochner,"Bochner, Mel",drawings and watercolors,"working drawing for ""Syncline""",Mel Bochner,1980,American,274
Lawrence,"Lawrence, Thomas",paintings,"Lieutenant-General Sir Herbert Taylor, G.C.B. (1775-1839)",Sir Thomas Lawrence,c. 1806,British,275
Peters,"Peters, Reverend Matthew William",paintings,"Hero, Ursula, and Beatrice in Leonato's Garden (act 3, scene 1 from Much Ado About Nothing)",Reverend Matthew William Peters,1788-1789,British,276
Jones,"Jones, Allen",prints,Album (second page),Allen Jones,1971,English,277
Jones,"Jones, Allen",prints,Album (third page),Allen Jones,1971,English,278
Jones,"Jones, Allen",prints,Album (fourth page),Allen Jones,1971,English,279
Jones,"Jones, Allen",prints,Album (fifth page),Allen Jones,1971,English,280
Jones,"Jones, Allen",prints,Album (sixth page),Allen Jones,1971,English,281
Jones,"Jones, Allen",prints,Album (seventh page),Allen Jones,1971,English,282
Jones,"Jones, Allen",prints,Album (eighth page),Allen Jones,1971,English,283
Turnbull,"Turnbull, William",prints,Fragments (title),William Turnbull,1971,English,284
Turnbull,"Turnbull, William",prints,Fragments (knees),William Turnbull,1971,English,285
Turnbull,"Turnbull, William",prints,Fragments (back),William Turnbull,1971,English,286
Turnbull,"Turnbull, William",prints,Fragments (crossed legs),William Turnbull,1971,English,287
Turnbull,"Turnbull, William",prints,Fragments (feet),William Turnbull,1971,English,288
Appel,"Appel, Karel",paintings,Deux Tetes,Karel Appel,1959,Dutch,290
Ruscha,"Ruscha, Edward",drawings and watercolors,Devil Angel,Edward Ruscha,1988,American,291
Cufone,Cufone,drawings and watercolors,Untitled,Cufone,1973,undetermined,292
Rauch,"Rauch, Neo",paintings,Art,Neo Rauch,2002,German,294
Batten,"Batten, John D.",paintings,The Garden of Adonis - Amoretta and Time,John D. Batten,1887,British,295
Mies van der Rohe,"Mies van der Rohe, Ludwig",drawings and watercolors,"Courtyard of House for Margarete Hubbe, Magdeburg, Germany",Ludwig Mies van der Rohe,1935,German,296
Holstad,"Holstad, Christian",drawings and watercolors,Swing Set,Christian Holstad,2003,American,313
Holstad,"Holstad, Christian",drawings and watercolors,Sleep Walker,Christian Holstad,2003,American,314
Holstad,"Holstad, Christian",drawings and watercolors,Round Up,Christian Holstad,2003,American,315
Holstad,"Holstad, Christian",drawings and watercolors,New Trial Eyes,Christian Holstad,2003,American,316
Celmins,"Celmins, Vija",prints,Untitled (Web 4),Vija Celmins,2002,American,318
Hafftka,"Hafftka, Michael",paintings,Portrait of John Caldwell,Michael Hafftka,1993,American,319
Abts,"Abts, Tomma",paintings,Teete,Tomma Abts,2003,German,320
Althamer,"Althamer, Paweł",sculpture,Self-Portrait as an Old Man,Paweł Althamer,1993,Polish,321
Borremans,"Borremans, Michaël",paintings,The Lucky Ones,Michaël Borremans,2002,Belgian,322
Doig,"Doig, Peter",drawings and watercolors,Study for Driftwood,Peter Doig,2003,Scottish,323
Davis,"Davis, Stuart",drawings and watercolors,Bon Coin,Stuart Davis,1928-1929,American,326
Albers,"Albers, Josef",prints,Schwarzer Kreis (Black Circle),Josef Albers,1933,American,327
Byars,"Byars, James L.",drawings and watercolors,"""Confirmation"" note with envelope",James Lee Byars,1965,American,328
Byars,"Byars, James L.",drawings and watercolors,"""Thank You"" note with envelope",James Lee Byars,1965,American,329
Albers,"Albers, Josef",prints,Homage to the Square: Wide Light,Josef Albers,1962,American,332
Albers,"Albers, Josef",prints,Homage to the Square: Thaw,Josef Albers,1962,American,333
Albers,"Albers, Josef",prints,Homage to the Square: Tenuous,Josef Albers,1962,American,334
Albers,"Albers, Josef",prints,Homage to the Square: Equivocal,Josef Albers,1962,American,335
Albers,"Albers, Josef",prints,Homage to the Square: Patina,Josef Albers,1962,American,336
Albers,"Albers, Josef",prints,Homage to the Square: Full,Josef Albers,1962,American,337
Albers,"Albers, Josef",prints,Homage to the Square: Shielded,Josef Albers,1962,American,338
Albers,"Albers, Josef",prints,Homage to the Square: Aura,Josef Albers,1962,American,339
Albers,"Albers, Josef",prints,Homage to the Square: Reserved,Josef Albers,1962,American,340
Albers,"Albers, Josef",prints,Homage to the Square: Joy,Josef Albers,1962,American,341
Asahi,Asahi Masahide,prints,Dessan Magazine.  Rough Sketches (Sobyo),Asahi Masahide,January 1926-June 1927,Japanese,417
Moore,"Moore, Keiko Hiratsuka",prints,Calendar for 1976,Keiko Hiratsuka Moore,1975-1976,American,425
Richter,"Richter, Gerhard",drawings and watercolors,20. Jan. 1990,Gerhard Richter,1990,German,442
Buckley,"Buckley, Stephen",drawings and watercolors,(no title) from the September Suite,Stephen Buckley,1977,British,443
Hoyland,"Hoyland, John",prints,(Untitled),John Hoyland,1981,English,444
Ladd,"Ladd, Tracey",sculpture,Apex,Tracey Ladd,2001,American,519
Murray,"Murray, Elizabeth",prints,Body & Soul,Elizabeth Murray,2001,American,526
unknown,unknown English,sculpture,Virgin and Child,unknown English,14th-15th century,English,527
Saitô,Saitô Kiyoshi,prints,"The Honen Temple in Snow , Kyoto (Yuki no Hônenin, Kyôto)",Saitô Kiyoshi,1968,Japanese,528
Saitô,Saitô Kiyoshi,prints,"The Muroji Temple in Snow, Nara (Yuki no Murôji, Nara)",Saitô Kiyoshi,1968,Japanese,529
Asano,Asano Takeji,prints,Rainy Day (Ame no hi B),Asano Takeji,1968,Japanese,530
Gerzso,"Gerzso, Gunther",prints,Untitled,Gunther Gerzso,1980,Mexican,532
Brock,"Brock, Emily",sculpture,A Good Vintage,Emily Brock,1997,American,535
Bubacco,"Bubacco, Lucio",sculpture,Carnival on the Grand Canal,Lucio Bubacco,1995,Italian,536
Spencer,"Spencer, Jeffrey",sculpture,Can't Keep me in a Box,Jeffrey Spencer,,American,540
Toffolo,"Toffolo, Cesare",sculpture,Amphora,Cesare Toffolo,1980-2003,Italian,541
Bell,"Bell, Nikki",sculpture,The British Museum,Nikki Bell,1987,British,593
Sotter,"Sotter, George W.",paintings,"Six Views of St. Paul's Cathedral, Pittsburgh, in Six Different Lights",George W. Sotter,1919-1920,American,594
Tiepolo,"Tiepolo, Giovanni B.",prints,Two Soldiers and Two Women,Giovanni Battista Tiepolo,c. 1743-1749,Italian,597
Tiepolo,"Tiepolo, Giovanni B.",prints,The Astrologer and the Young Soldier,Giovanni Battista Tiepolo,c. 1743-1749,Italian,599
Tiepolo,"Tiepolo, Giovanni B.",prints,Death Giving an Audience,Giovanni Battista Tiepolo,c. 1743-1749,Italian,600
Tiepolo,"Tiepolo, Giovanni B.",prints,Standing Philosopher,Giovanni Battista Tiepolo,c. 1743-1749,Italian,601
Tiepolo,"Tiepolo, Giovanni B.",prints,Three Soldiers and a Boy,Giovanni Battista Tiepolo,c. 1743-1749,Italian,602
Tiepolo,"Tiepolo, Giovanni B.",prints,The Rider Standing Beside His Horse,Giovanni Battista Tiepolo,c. 1743-1749,Italian,603
Tiepolo,"Tiepolo, Giovanni B.",prints,A Nymph with a Small Satyr and Two Goats,Giovanni Battista Tiepolo,c. 1743-1749,Italian,604
Tiepolo,"Tiepolo, Giovanni B.",prints,A Woman with her Arms in Chains and Four Other Figures,Giovanni Battista Tiepolo,c. 1743-1749,Italian,605
Tiepolo,"Tiepolo, Giovanni B.",prints,"A Woman with her Hands on a Vase, a Soldier and a Slave",Giovanni Battista Tiepolo,c. 1743-1749,Italian,606
Schnyder,"Schnyder, Jean-Frédéric",paintings,Gürbmatt,Jean-Frédéric Schnyder,11/7/1990,Swiss,611
Winberg,"Winberg, John Y.",drawings and watercolors,Untitled,John Y. Winberg,2003,American,612
Lakra,Lakra,drawings and watercolors,Untitled (Neiges Fourreres),Dr. Lakra,2003,Mexican,618
Lakra,Lakra,drawings and watercolors,Untitled (Paris et de Hollywood),Dr. Lakra,2003,Mexican,619
Blaschka,"Blaschka, Leopold",sculpture,Anemone on sea worm tube,Leopold Blaschka,c. 1880-1890,German,626
Fromboluti,"Fromboluti, Sideo",paintings,Reflections on Patience Pond,Sideo Fromboluti,2002,American,635
Rondinone,"Rondinone, Ugo",drawings and watercolors,No. 249 EINUNDZWANZIGSTERSEPTEMBERZWEITAUSENDUNDEINS,Ugo Rondinone,2001,Swiss,637
Grotjahn,"Grotjahn, Mark",paintings,Untitled (Red Butterfly Over Green),Mark Grotjahn,2003,American,638
Shapiro,"Shapiro, Joel",drawings and watercolors,Untitled,Joel Shapiro,1975,American,639
Sugarman,"Sugarman, George",sculpture,Six Forms in Pine,George Sugarman,1959,American,640
Sorine,"Sorine, Savely",drawings and watercolors,(Young Woman Knitting),Savely Sorine,1934,Russian,642
Ghisi,"Ghisi, Giorgio",prints,Allegory of Life (The Dream of Raphael),Giorgio Ghisi,1561,Italian,646
Chillida,"Chillida, Eduardo",prints,Untitled,Eduardo Chillida,c. 1979,Spanish,650
Koerner,"Koerner, Henry",drawings and watercolors,"Panther Hollow, Pittsburgh",Henry Koerner,mid-20th century,American,651
Phillips,"Phillips, Peter",prints,Hunter,Peter Phillips,1975,English,652
Contis,"Contis, Peter",drawings and watercolors,Three Rivers,Peter Contis,c. 1970,American,757
Contis,"Contis, Peter",drawings and watercolors,Untitled,Peter Contis,1972,American,758
Contis,"Contis, Helen",paintings,Schenley Park,Helen Contis,c. 1980s,American,759
Siza,"Siza, Álvaro",drawings and watercolors,"Sketch - Bird's-eye view of Galician Center of Contemporary Art, Santiago de Compostela, Spain",Álvaro Siza,1992,Portuguese,810
Siza,"Siza, Álvaro",drawings and watercolors,"Sketch - Worm's-eye view of Galician Center of Contemporary Art, Santiago de Compostela, Spain",Álvaro Siza,1991,Portuguese,811
Thiebaud,"Thiebaud, Wayne",paintings,Table Setting,Wayne Thiebaud,1961,American,813
Blaschka,"Blaschka, Leopold",sculpture,Colonial jellyfish (Discalia medusina) x 8,Leopold Blaschka,c. 1880-1890,German,822
Blaschka,"Blaschka, Leopold",sculpture,Bell-shaped jellyfish,Leopold Blaschka,c. 1880-1890,German,823
Blaschka,"Blaschka, Leopold",sculpture,Attached (colonial) jellyfish (Campanulina tenuis) x 30,Leopold Blaschka,c. 1880-1890,German,825
Blaschka,"Blaschka, Leopold",sculpture,Bell-shaped jellyfish,Leopold Blaschka,c. 1880-1890,German,827
Blaschka,"Blaschka, Rudolf",sculpture,Dandelion-shaped sea creature [species of glass sponge],Rudolf Blaschka,c. 1899-1905,German,828
Nengudi,"Nengudi, Senga",sculpture,R.S.V.P. XI,Senga Nengudi,1977/2004,American,829
De Keyser,"De Keyser, Raoul",paintings,Untitled,Raoul De Keyser,2002,Belgian,837
Rothschild,"Rothschild, Eva",prints,Lighter Later,Eva Rothschild,2003,Irish,838
Crumb,"Crumb, Robert",drawings and watercolors,Fanny and Joe,Robert Crumb,2003,American,839
Kuitca,"Kuitca, Guillermo",drawings and watercolors,Bayreuth Festspielhaus,Guillermo Kuitca,2003,Argentine,840
Newell,"Newell, Hugh",paintings,Shade Furnace,Hugh Newell,1879,American,842
Mangelos,Mangelos (Dimitrije Basicevic),sculpture,Manifesto on the machine no. 2,Mangelos (Dimitrije Basicevic),c. 1977-1978,Croatian,851
Chu,"Chu, Anne",sculpture,Nine Hellish Spirits: No. 2,Anne Chu,2004,American,862
Genzken,"Genzken, Isa",sculpture,"Empire/Vampire III, #1",Isa Genzken,2004,German,868
Mehretu,"Mehretu, Julie",paintings,Stadia II,Julie Mehretu,2004,American,870
Pearlstein,"Pearlstein, Philip",paintings,Sepik River Triptych,Philip Pearlstein,1995,American,886
Zucker,"Zucker, Joe",paintings,Triassic Jurassic,Joe Zucker,1977,American,887
Höller,"Höller, Carsten",prints,Mushroom Print,Carsten Höller,2004,Belgian,890
Höller,"Höller, Carsten",prints,Mushroom Print,Carsten Höller,2004,Belgian,891
Höller,"Höller, Carsten",prints,Mushroom Print,Carsten Höller,2004,Belgian,892
Höller,"Höller, Carsten",prints,Mushroom Print,Carsten Höller,2004,Belgian,893
Höller,"Höller, Carsten",prints,Mushroom Print,Carsten Höller,2004,Belgian,894
Höller,"Höller, Carsten",prints,Mushroom Print,Carsten Höller,2004,Belgian,895
Höller,"Höller, Carsten",prints,Mushroom Print,Carsten Höller,2004,Belgian,896
Höller,"Höller, Carsten",prints,Mushroom Print,Carsten Höller,2004,Belgian,897
Höller,"Höller, Carsten",prints,Mushroom Print,Carsten Höller,2004,Belgian,898
Höller,"Höller, Carsten",prints,Mushroom Print,Carsten Höller,2004,Belgian,899
Höller,"Höller, Carsten",prints,Mushroom Print,Carsten Höller,2004,Belgian,900
Höller,"Höller, Carsten",prints,Mushroom Print,Carsten Höller,2004,Belgian,901
Rowlandson,"Rowlandson, Thomas",drawings and watercolors,The Horse Laugh,Thomas Rowlandson,c. 1825,British,923
Waldmüller,"Waldmüller, Ferdinand Georg",paintings,An African,Ferdinand Georg Waldmüller,1833,Austrian,925
Holl,"Holl, Steven",drawings and watercolors,"Drawings for Oceanic House, Kauai, Hawaii",Steven Holl,2001,American,926
Holl,"Holl, Steven",drawings and watercolors,"Drawings for Oceanic House, Kauai, Hawaii",Steven Holl,2001,American,927
Holl,"Holl, Steven",drawings and watercolors,"Drawings for Oceanic House, Kauai, Hawaii",Steven Holl,2001,American,928
Crumb,"Crumb, Robert",drawings and watercolors,Untitled (Carnegie International poster),Robert Crumb,2004,American,930
Buhot,"Buhot, Félix Hilaire",prints,Convoi funèbre au Boulevard de Clichy (Funeral Procession on Boulevard de Clichy),Félix Hilaire Buhot,1887,French,932
Owens,"Owens, Laura",prints,Untitled,Laura Owens,2004,American,933
Shepler,"Shepler, Martha F.",prints,Fan of Many Colors,Martha Fairchils Shepler,20th century,American,934
Boyce,"Boyce, Martin",sculpture,We Are Outside,Martin Boyce,2003,British,935
Donnelly,"Donnelly, Trisha",drawings and watercolors,Sea Battles,Trisha Donnelly,2001,American,936
Bol,"Bol, Ferdinand",prints,The Woman with the Pear,Ferdinand Bol,1651,Dutch,938
Root,"Root, Ruth",paintings,Untitled,Ruth Root,2003,American,939
Accardi,"Accardi, Carla",prints,Utopia Station Poster no. 031,Carla Accardi,2003,Italian,942
Acconci,"Acconci, Vito",prints,Utopia Station Poster no. 058,Vito Acconci,2003,American,943
Baldessari,"Baldessari, John",prints,Utopia Station Poster no. 004,John Baldessari,2003,American,944
Bayrle,"Bayrle, Thomas",prints,Utopia Station Poster no. 034,Thomas Bayrle,2003,British,945
Birnbaum,"Birnbaum, Dara",prints,Utopia Station Poster no. 035,Dara Birnbaum,2003,American,946
Bock,"Bock, John",prints,Utopia Station Poster no. 036,John Bock,2003,German,947
Bourgeois,"Bourgeois, Louise",prints,Utopia Station Poster no. 055,Louise Bourgeois,2003,French,948
Deller,"Deller, Jeremy",prints,Utopia Station Poster no. 057,Jeremy Deller,2003,English,949
Donnelly,"Donnelly, Trisha",prints,Utopia Station Poster no. 043,Trisha Donnelly,2003,American,950
Durham,"Durham, Jimmie",prints,Utopia Station Poster no. 044,Jimmie Durham,2003,American,951
Fischli,Fischli & Weiss,prints,Utopia Station Poster no. 153,Fischli & Weiss,2003,Swiss,952
Feldmann,"Feldmann, Hans Peter",prints,Utopia Station Poster no. 046,Hans P. Feldmann,2003,German,953
Friedman,"Friedman, Yona",prints,Utopia Station Poster no. 185,Yona Friedman,2003,French,954
Friedman,"Friedman, Yona",prints,Utopia Station Poster,Yona Friedman,2003,French,955
Genzken,"Genzken, Isa",prints,Utopia Station Poster no. 049,Isa Genzken,2003,German,956
Golub,"Golub, Leon A.",prints,Utopia Station Poster no. 012,Leon Albert Golub,2003,American,957
Julien,"Julien, Isaac",prints,Utopia Station Poster no. 069,Isaac Julien,2003,British,958
Kroll,"Kroll, Lucien",prints,Utopia Station Poster no. 088,Lucien Kroll,2003,Belgian,959
Lavier,"Lavier, Bertrand",prints,Utopia Station Poster no. 090,Bertrand Lavier,2003,French,960
Mekas.,Mekas. Jonas,prints,Utopia Station Poster no. 076,Jonas Mekas,2003,American,961
Messager,"Messager, Annette",prints,Utopia Station Poster no. 003,Annette Messager,2003,French,962
Parent,"Parent, Claude",prints,Utopia Station Poster no. 084,Claude Parent,2003,French,963
Peyton,"Peyton, Elizabeth",prints,Utopia Station Poster no. 086,Elizabeth Peyton,2003,American,964
Roche,"Roche, François",prints,Utopia Station Poster no. 098,François Roche,2003,French,965
Ruscha,"Ruscha, Edward",prints,Utopia Station Poster no. 124,Edward Ruscha,2003,American,966
Sala,"Sala, Anri",prints,Utopia Station Poster no. 147,Anri Sala,2003,Albanian,967
Spero,"Spero, Nancy",prints,Utopia Station Poster no. 108,Nancy Spero,2003,American,968
Tiravanija,"Tiravanija, Rirkrit",prints,Utopia Station Poster no. 091,Rirkrit Tiravanija,2003,Thai,969
Weiner,"Weiner, Lawrence",prints,Utopia Station Poster no. 011,Lawrence Weiner,2003,American,970
Willats,"Willats, Stephen",prints,Utopia Station Poster,Stephen Willats,2003,British,971
Yang,Yang Fudong,prints,Utopia Station Poster no. 048,Yang Fudong,2003,Chinese,972
West,"West, Franz",prints,Utopia Station Poster no. 116,Franz West,2003,Austrian,973
Zittel,"Zittel, Andrea",prints,Utopia Station Poster no. 120,Andrea Zittel,2003,American,974
Carpeaux,"Carpeaux, Jean-Baptiste",sculpture,Bust of Pierre Alfred Chardon-Lagache,Jean-Baptiste Carpeaux,1872-1873,French,980
Salamanca,"Salamanca, Antonio",prints,Design for a candlestick,Antonio Salamanca,c. 1540,Italian,989
Salamanca,"Salamanca, Antonio",prints,Design for a candlestick,Antonio Salamanca,c. 1540,Italian,990
Kushner,"Kushner, Robert",paintings,Winter Bouquet,Robert Kushner,1992,American,994
Kushner,"Kushner, Robert",paintings,Virbirnum Bouquet,Robert Kushner,1997,American,995
Nevelson,"Nevelson, Louise",drawings and watercolors,Untitled (Torso),Louise Nevelson,1932,American,1014
De Kooning,"De Kooning, Willem",drawings and watercolors,Untitled Woman,Willem de Kooning,1951,American,1015
Alechinsky,"Alechinsky, Pierre",prints,Untitled,Pierre Alechinsky,c. 1970,Belgian,1016
Torrance,"Torrance, Hew C.",prints,Untitled (industrial landscape with two people walking down hill),Hew Charles Torrance,c. 1912,American,1017
Torrance,"Torrance, Hew C.",prints,Untitled (industrial landscape with black smoke),Hew Charles Torrance,c. 1912,American,1018
Torrance,"Torrance, Hew C.",prints,"Untitled (industrial landscape with smoke, bridge and river)",Hew Charles Torrance,c. 1912,American,1019
Torrance,"Torrance, Hew C.",prints,Untitled (industrial landscape),Hew Charles Torrance,c. 1912,American,1020
Torrance,"Torrance, Hew C.",prints,Untitled (industrial landscape),Hew Charles Torrance,c. 1912,American,1021
